제목,부제목,훈련과정ID,훈련과정순차,훈련기관ID,훈련기관코드,지역코드,훈련시작일자,훈련종료일자,훈련시작_월,훈련종료_월,훈련기간_일,훈련기간_주,훈련기간_월,정원,수강신청인원,수강비,실제훈련비,만족도점수,NCS_코드,훈련대상,훈련구분,주소,전화번호,정원_대비_신청률,1차분류,2차분류,3차분류
제과기능사 자격증 취득(이론+실기),뉴브레인직업전문학교,AIG20230000426700,1,500020022315,201001114,11530,2024-01-25,2024-02-28,1,2,34,4.9,1.1,10,4,469200,469200,98.0,21020101,국민내일배움카드(일반),C0061, 양천구,02-2687-1253,40.0,,,
GTQ1급(포토샵+일러스트)취득과정,현대정보컴퓨터학원,AIG20230000419510,1,500020060961,200802242,11470,2024-01-25,2024-03-04,1,3,39,5.6,1.3,10,6,562000,562000,85.7,8020101,국민내일배움카드(일반),C0061, 양천구,02-2696-1291,60.0,,,
프로젝트 기반 빅데이터 서비스 개발자 양성 과정,(주)천재교육,AIG20220000409445,7,500037189659,202000792,11545,2024-01-25,2024-07-29,1,7,186,26.6,6.2,20,15,17714400,17714400,81.2,20010105,K-디지털 트레이닝,C0104, 금천구,02-3282-8588,75.0,정보통신,정보기술,정보기술전략·계획
"『오전』[컴활1급]컴퓨터활용능력1급 필기&실기(엑셀,엑세스)OA실무 및 자격증",그린컴퓨터아카데미 신촌,AIG20220000370295,11,500020016713,200802672,11440,2024-01-25,2024-02-29,1,2,35,5.0,1.2,20,13,840000,840000,89.8,2020302,국민내일배움카드(일반),C0061, 마포구,02-715-2111,65.0,정보통신,,
"피부미용실무(얼굴관리,전신왁싱)",시내코스평생교육원,AIG20220000389177,8,500037134292,202000505,11230,2024-01-25,2024-03-06,1,3,41,5.9,1.4,13,10,698760,698760,90.4,12010102,국민내일배움카드(일반),C0061, 동대문구,02-960-7423,76.9,,,
"실업자)바리스타1급&센서리,브루잉,라떼아트[국제+국내]",퍼스트바리스타제과제빵학원,AIG20230000426327,1,500036090863,201902283,11650,2024-01-25,2024-04-30,1,4,96,13.7,3.2,9,4,646800,1050000,100.0,13010203,국민내일배움카드(일반),C0061, 서초구,02-6952-5391,44.4,,,
왕초보 컴퓨터활용(윈도우+인터넷+한글+엑셀),하이미디어컴퓨터학원,AIG20220000378935,7,500020012631,200601553,11350,2024-01-25,2024-02-20,1,2,26,3.7,0.9,20,13,234000,234000,94.7,2020302,국민내일배움카드(일반),C0061, 노원구,02-6337-0008,65.0,정보통신,,
자바기반 백엔드 개발자 양성과정A,코리아IT아카데미학원,AIG20230000416440,1,500041526293,202201120,11350,2024-01-25,2024-05-10,1,5,106,15.1,3.5,28,6,1853600,1853600,96.7,20010202,국민내일배움카드(일반),C0061, 노원구,02-932-5890,21.4,정보통신,정보기술,정보기술개발
한식밥찌개와 밑반찬,한솔요리아카데미 강동,AIG20220000390730,8,500020030731,200601534,11740,2024-01-25,2024-02-23,1,2,29,4.1,1.0,20,10,608000,678000,95.5,13010101,국민내일배움카드(일반),C0061, 강동구,02-472-8400,50.0,,,
한식조리실무향상(국·탕/찌개/밑반찬),강북여성인력개발센터,AIG20230000437297,1,500020029602,199900140,11305,2024-01-25,2024-02-20,1,2,26,3.7,0.9,12,9,182400,182400,100.0,13010101,국민내일배움카드(일반),C0061, 강북구,02-980-2377,75.0,,,
커피바리스타 자격증 취득[국제EUCA+국내1급],퍼스트바리스타학원,AIG20230000426925,1,500035464627,201900067,11650,2024-01-25,2024-03-05,1,3,40,5.7,1.3,12,6,277200,450000,92.9,13010203,국민내일배움카드(일반),C0061, 서초구,02-6952-5391,50.0,,,
"프리미어 활용 영상편집 (유튜브 영상편집, 채널관리)",이젠아카데미 DX교육센터,AIG20220000378302,4,500020050800,200600964,11110,2024-01-25,2024-03-12,1,3,47,6.7,1.6,20,12,258180,258180,94.5,20020318,국민내일배움카드(일반),C0061, 종로구,02-733-8781,60.0,정보통신,통신기술,
"ITQ컴퓨터 자격증대비(한글,엑셀,파워포인트)",종로여성인력개발센터,AIG20220000395928,7,500020058490,200400247,11110,2024-01-25,2024-03-07,1,3,42,6.0,1.4,13,5,648000,648000,81.0,2020302,국민내일배움카드(일반),C0061, 종로구,02-765-1326,38.5,정보통신,,
자바&파이썬 빅데이터 플랫폼 웹서비스 개발자,에이콘아카데미 홍대학원,AIG20230000412601,2,500020038200,201001671,11440,2024-01-25,2024-07-19,1,7,176,25.1,5.9,30,11,9147840,9147840,88.8,20010105,K-디지털 트레이닝,C0104, 마포구,02-2233-6417,36.7,정보통신,정보기술,정보기술전략·계획
ITS(지능형교통체계)를 반영한 빅데이터 활용 풀스택 전문가 양성,엠비씨(MBC)아카데미 컴퓨터교육센터 화곡점,AIG20230000412757,3,500020044103,200701729,11500,2024-01-25,2024-07-18,1,7,175,25.0,5.8,30,15,9003150,9003150,78.2,20010202,K-디지털 트레이닝,C0104, 강서구,02-2675-1750,50.0,정보통신,정보기술,정보기술개발
"클라우드 기반의 자바 풀스택 (Springboot, React, flutter) 개발자",하이미디어아카데미,AIG20230000412819,3,500020056026,200601104,11650,2024-01-25,2024-07-18,1,7,175,25.0,5.8,20,19,9097920,9097920,93.7,20010202,K-디지털 트레이닝,C0104, 서초구,02-3478-0008,95.0,정보통신,정보기술,정보기술개발
"커피마스터(2급,1급자격증+SCA Foundation, Intermediate+카페음료+라떼아트+핸드드립) 전문가 양성 과정",커피인바리스타학원,AIG20230000446442,1,500020057949,201602696,11500,2024-01-25,2024-03-21,1,3,56,8.0,1.9,12,8,1155000,1155000,94.4,13010203,국민내일배움카드(일반),C0061, 강서구,02-2065-1020,66.7,,,
"NEW 바리스타취업실무(카페메뉴와 핸드드립, 라떼아트 실습)",한솔요리아카데미 강동,AIG20230000433103,1,500020030731,200601534,11740,2024-01-25,2024-02-16,1,2,22,3.1,0.7,16,13,323400,323400,97.3,13010203,국민내일배움카드(일반),C0061, 강동구,02-472-8400,81.2,,,
[평일]인사급여지급 실무(급여계산/4대보험관리/원천징수/연말정산),하이미디어아카데미,AIG20220000387498,3,500020056026,200601104,11650,2024-01-25,2024-03-07,1,3,42,6.0,1.4,20,6,331890,331890,85.7,2020201,국민내일배움카드(일반),C0061, 서초구,02-3478-0008,30.0,정보통신,,
전기기능장 2차 작업형,서울기술직업전문학교,AIG20230000455015,2,500038991961,202100538,11530,2024-01-25,2024-03-14,1,3,49,7.0,1.6,20,6,822000,990000,97.5,19010701,국민내일배움카드(일반),C0061, 구로구,02-2676-5245,30.0,,,
"앙금플라워 떡 케이크 초급 (케이크 디자이너 자격증 2급, 떡공예)",한국식품공예연구원 디저트 케이크 떡학원,AIG20230000449296,1,500041385185,202200680,11560,2024-01-25,2024-02-23,1,2,29,4.1,1.0,16,6,265200,468000,95.6,21020103,국민내일배움카드(일반),C0061, 영등포구,02-2678-8834,37.5,,,
플로리스트 향상과정(이벤트공간장식 기초상품),미소꽃예술학원,AIG20230000419677,1,500020037185,201001534,11650,2024-01-25,2024-05-02,1,5,98,14.0,3.3,13,7,359100,359100,97.4,24010401,국민내일배움카드(일반),C0061, 서초구,02-752-3388,53.8,,,
[디지털디자인] 영상을 활용한 UI/UX 웹디자인 전문가 양성과정 A,엠비씨(MBC)아카데미컴퓨터학원 천호점,AIG20230000423120,1,500020054992,200701698,11740,2024-01-25,2024-07-01,1,7,158,22.6,5.3,30,24,4588600,4588600,85.7,8020104,스마트혼합훈련,C0054Y, 강동구,02-479-0654,80.0,,,
"(출판)디지털 출판편집디자인(포토샵,일러스트,인디자인) 실무자 양성과정A",메가스터디컴퓨터아카데미신촌학원,AIG20230000439724,1,500020062854,201502379,11440,2024-01-25,2024-06-27,1,6,154,22.0,5.1,20,11,4982400,4982400,96.8,22010102,국가기간전략산업직종,C0054, 마포구,02-702-1999,55.0,,,
(스마트웹&콘텐츠개발) UI/UX웹디자인 웹퍼블리셔 프론트엔드 전문가 양성 C,엠비씨(MBC)아카데미 컴퓨터교육센터,AIG20230000445578,1,500020031223,201201399,11620,2024-01-25,2024-07-23,1,7,180,25.7,6.0,30,17,6925500,6925500,92.1,20010207,국가기간전략산업직종,C0054, 구로구,02-6956-2408,56.7,정보통신,정보기술,정보기술개발
기초부터 실무활용 포토샵+일러스트(GTQ+GTQi)자격증 과정[자체시험센터운영],하이미디어컴퓨터학원,AIG20230000418139,1,500020012631,200601553,11350,2024-01-26,2024-02-27,1,2,32,4.6,1.1,20,14,499200,499200,88.9,8030204,국민내일배움카드(일반),C0061, 노원구,02-6337-0008,70.0,,,
한식조리기능사취득(이론+실기),한솔요리커피제과제빵아카데미,AIG20230000419029,1,500020032977,200601481,11350,2024-01-26,2024-02-26,1,2,31,4.4,1.0,20,20,608000,608000,92.7,13010101,국민내일배움카드(일반),C0061, 노원구,02-3391-5252,100.0,,,
피부 전신관리 실무(얼굴‧몸매관리+아로마테라피),시내코스평생교육원,AIG20220000389414,7,500037134292,202000505,11230,2024-01-26,2024-04-12,1,4,77,11.0,2.6,13,9,517600,517600,91.8,12010102,국민내일배움카드(일반),C0061, 동대문구,02-960-7423,69.2,,,
케이크디자인클래스,뉴브레인직업전문학교,AIG20230000426724,1,500020022315,201001114,11530,2024-01-26,2024-02-08,1,2,13,1.9,0.4,10,6,204000,204000,63.5,21020101,국민내일배움카드(일반),C0061, 양천구,02-2687-1253,60.0,,,
통신설비기능장(이론) 취득향상과정,신성정보통신학원,AIG20230000422144,1,500020049189,200801304,11560,2024-01-26,2024-03-12,1,3,46,6.6,1.5,15,2,258180,300000,100.0,20020101,국민내일배움카드(일반),C0061, 영등포구,02-2679-4201,13.3,정보통신,통신기술,
정리수납컨설팅(수납전문가2급),영등포여성인력개발센터,AIG20220000400096,33,500020038144,200803064,11560,2024-01-26,2024-03-15,1,3,49,7.0,1.6,16,11,119160,119160,91.5,11020102,국민내일배움카드(일반),C0061, 영등포구,02-858-4514,68.8,,,
바리스타실무-라떼아트,영등포여성인력개발센터,AIG20220000400776,19,500020038144,200803064,11560,2024-01-26,2024-03-29,1,3,63,9.0,2.1,12,5,184800,204800,92.2,13010203,국민내일배움카드(일반),C0061, 영등포구,02-858-4514,41.7,,,
SNS쇼핑몰(인스타마켓),동대문여성인력개발센터,AIG20230000424299,1,500020037155,200400272,11230,2024-01-26,2024-03-29,1,3,63,9.0,2.1,16,11,165840,165840,85.7,10030102,국민내일배움카드(일반),C0061, 동대문구,02-921-2020,68.8,,,
"요양보호사 자격 취득 과정(주간, 야간)",중랑요양보호사교육원,AIG20230000415964,1,500039778672,202102533,11260,2024-01-26,2024-03-26,1,3,60,8.6,2.0,40,13,840000,840000,92.3,6010108,국민내일배움카드(일반),C0061, 중랑구,02-2209-0674,32.5,,,
양식조리자격증 취득과정(필기+실기),한솔요리커피바리스타제과제빵아카데미,AIG20220000378748,7,500020057973,201001583,11110,2024-01-26,2024-03-11,1,3,45,6.4,1.5,20,9,653600,653600,87.2,13010102,국민내일배움카드(일반),C0061, 종로구,02-725-3300,45.0,,,
[컴활2급]컴퓨터활용능력2급 필기&실기(엑셀)OA실무 및 자격증,그린컴퓨터아트학원,AIG20210000346166,3,500020062235,200300611,11110,2024-01-26,2024-03-05,1,3,39,5.6,1.3,20,17,600000,600000,83.3,2020302,국민내일배움카드(일반),C0061, 종로구,02-722-2111,85.0,정보통신,,
일식조리기능사 실기,한솔요리아카데미 강동,AIG20230000426707,1,500020030731,200601534,11740,2024-01-26,2024-02-08,1,2,13,1.9,0.4,10,10,296400,346400,98.2,13010104,국민내일배움카드(일반),C0061, 강동구,02-472-8400,100.0,,,
에듀테크 상품서비스 PM(프로덕트매니저) 양성,(주)천재교육,AIG20230000412832,5,500037189659,202000792,11545,2024-01-26,2024-07-26,1,7,182,26.0,6.1,20,12,17424000,17424000,74.9,20010104,K-디지털 트레이닝,C0104, 금천구,02-3282-8588,60.0,정보통신,정보기술,정보기술전략·계획
자전거정비사 2급 취득(실기)및 출장정비사과정,한국자전거기술학원,AIG20230000437014,1,500033335356,201703571,11215,2024-01-26,2024-02-08,1,2,13,1.9,0.4,12,7,544160,544160,95.8,15050302,국민내일배움카드(일반),C0061, 광진구,02-876-8252,58.3,,,
한식 밑반찬 조리과정,한솔요리커피제과제빵아카데미,AIG20230000420516,1,500020032977,200601481,11350,2024-01-26,2024-02-26,1,2,31,4.4,1.0,20,7,456000,506000,92.2,13010101,국민내일배움카드(일반),C0061, 노원구,02-3391-5252,35.0,,,
외식요리 창업 메뉴 입문과정,한솔요리커피제과제빵아카데미,AIG20230000420523,1,500020032977,200601481,11350,2024-01-26,2024-02-29,1,2,34,4.9,1.1,20,14,608000,678000,90.5,13010101,국민내일배움카드(일반),C0061, 노원구,02-3391-5252,70.0,,,
"포토샵, 일러스트(GTQ자격증)",이젠아카데미컴퓨터학원,AIG20230000438169,1,500034162972,201800456,11710,2024-01-26,2024-03-25,1,3,59,8.4,2.0,20,12,397200,397200,90.1,20020318,국민내일배움카드(일반),C0061, 송파구,02-401-5660,60.0,정보통신,통신기술,
떡제조기능사(이론+실기),뉴브레인직업전문학교,AIG20230000445644,1,500020022315,201001114,11530,2024-01-26,2024-02-08,1,2,13,1.9,0.4,10,5,204000,204000,97.8,21020103,국민내일배움카드(일반),C0061, 양천구,02-2687-1253,50.0,,,
ITQ엑셀자격증,동대문여성인력개발센터,AIG20230000438836,2,500020037155,200400272,11230,2024-01-26,2024-04-12,1,4,77,11.0,2.6,16,7,180000,180000,85.7,2020302,국민내일배움카드(일반),C0061, 동대문구,02-921-2020,43.8,정보통신,,
제과기능사자격실기과정,한솔요리커피제과제빵아카데미,AIG20230000425805,1,500020032977,200601481,11350,2024-01-26,2024-03-04,1,3,38,5.4,1.3,20,8,489600,489600,95.3,21020101,국민내일배움카드(일반),C0061, 노원구,02-3391-5252,40.0,,,
에너지관리(배관)기능장 실기과정,세영직업전문학교,AIG20220000380260,4,500020042534,201301917,11560,2024-01-27,2024-03-16,1,3,49,7.0,1.6,23,14,595200,1150480,94.6,15050204,국민내일배움카드(일반),C0061, 영등포구,02-2633-5119,60.9,,,
가죽공예 입문반,평생문화센터강동평생교육원,AIG20230000444525,1,500020041992,200902429,11740,2024-01-27,2024-03-23,1,3,56,8.0,1.9,20,11,311220,345220,98.3,22020107,국민내일배움카드(일반),C0061, 강동구,02-483-9377,55.0,,,
요양보호사자격증 취득과정 사회복지사자격증 소지자반(주말),수도요양보호사교육원,AIG20230000435600,1,500036234145,201902717,11530,2024-01-27,2024-03-16,1,3,49,7.0,1.6,40,7,189850,250000,91.8,6010108,국민내일배움카드(일반),C0061, 구로구,02-863-0660,17.5,,,
컴퓨터활용능력2급자격취득 (실기),이젠아카데미컴퓨터학원,AIG20230000423739,1,500034162972,201800456,11710,2024-01-27,2024-03-23,1,3,56,8.0,1.9,20,13,234000,234000,90.5,2020302,국민내일배움카드(일반),C0061, 송파구,02-401-5660,65.0,정보통신,,
[주말] 쉽게 배우는 포토샵&일러스트 실무활용,이젠아카데미 DX교육센터,AIG20230000425807,1,500020050800,200600964,11110,2024-01-27,2024-03-09,1,3,42,6.0,1.4,20,7,258180,258180,85.7,20020318,국민내일배움카드(일반),C0061, 종로구,02-733-8781,35.0,정보통신,통신기술,
타일시공실무,이도타일직업학원,AIG20230000420399,1,500020013107,201400833,11260,2024-01-27,2024-03-24,1,3,57,8.1,1.9,13,9,818400,870000,94.7,14030204,국민내일배움카드(일반),C0061, 중랑구,02-492-2500,69.2,,,
정리수납전문가2급,동대문여성인력개발센터,AIG20230000414253,1,500020037155,200400272,11230,2024-01-27,2024-03-30,1,3,63,9.0,2.1,20,11,158880,158880,95.6,11020102,국민내일배움카드(일반),C0061, 동대문구,02-921-2020,55.0,,,
기초요리실무과정,한솔요리커피제과제빵아카데미,AIG20230000432776,1,500020032977,200601481,11350,2024-01-27,2024-03-30,1,3,63,9.0,2.1,20,7,273600,343600,94.3,13010101,국민내일배움카드(일반),C0061, 노원구,02-3391-5252,35.0,,,
자전거 정비 실무과정,한국자전거정비기술학원,AIG20230000434845,1,500020028665,201301113,11590,2024-01-27,2024-03-03,1,3,36,5.1,1.2,12,6,572800,572800,85.7,15050302,국민내일배움카드(일반),C0061, 동작구,02-3285-8900,50.0,,,
조경기능사 취득 (실기),서울덕성직업학교,AIG20230000427249,1,500020026312,201602394,11530,2024-01-27,2024-03-16,1,3,49,7.0,1.6,20,11,327360,327360,88.9,14050101,국민내일배움카드(일반),C0061, 구로구,02-3280-8950,55.0,,,
전기기능사 실기 정규반,한국전기기술원,AIG20230000422825,1,500020058475,200400720,11560,2024-01-27,2024-03-17,1,3,50,7.1,1.7,17,5,575400,575400,96.0,19010701,국민내일배움카드(일반),C0061, 영등포구,02-2678-2727,29.4,,,
인기강사님에게 배우는 39H 영상편집,역삼 그린컴퓨터아카데미,AIG20230000419403,1,500020046288,201200854,11680,2024-01-27,2024-03-09,1,3,42,6.0,1.4,20,16,219180,219180,97.6,8020104,국민내일배움카드(일반),C0061, 강남구,02-3481-1006,80.0,,,
"미용사(메이크업)자격증(필기,실기)속성반",(주)나레스트 청량리 미용학원,AIG20230000421035,1,500020056208,200901476,11230,2024-01-27,2024-06-08,1,6,133,19.0,4.4,20,10,892860,892860,74.9,12010103,국민내일배움카드(일반),C0061, 동대문구,02-957-0915,50.0,,,
웨딩드레스 패턴&봉제 향상과정,글로벌패션학원,AIG20230000417380,1,500020048650,201400453,11140,2024-01-27,2024-04-20,1,4,84,12.0,2.8,12,12,317760,317760,92.9,18020103,국민내일배움카드(일반),C0061, 중구,02-778-9003,100.0,,,
"나의 첫 3D, 블렌더(blender)",그린컴퓨터아트학원,AIG20220000387945,9,500020044990,200701633,11530,2024-01-27,2024-03-09,1,3,42,6.0,1.4,20,13,243360,243360,88.9,8030205,국민내일배움카드(일반),C0061, 구로구,02-2111-2000,65.0,,,
라이노 활용 3D모델링&3D프린팅(제품제작)B,더조은컴퓨터아카데미,AIG20220000387848,3,500020028586,200902169,11680,2024-01-27,2024-02-25,1,2,29,4.1,1.0,20,9,269760,269760,87.5,8020102,국민내일배움카드(일반),C0061, 강남구,02-594-5613,45.0,,,
『초보자가능』포토샵&일러스트 기초부터 실무테크닉,강남 그린컴퓨터아카데미,AIG20220000372165,3,500020046871,201100784,11680,2024-01-27,2024-03-09,1,3,42,6.0,1.4,30,23,258180,258180,83.0,20020318,국민내일배움카드(일반),C0061, 강남구,02-3481-1005,76.7,정보통신,통신기술,
우리집 한식집밥요리,한솔요리아카데미 강동,AIG20220000383415,6,500020030731,200601534,11740,2024-01-27,2024-04-06,1,4,70,10.0,2.3,20,8,296400,366400,95.4,13010101,국민내일배움카드(일반),C0061, 강동구,02-472-8400,40.0,,,
해외 전자상거래 구매대행(네이버 스마트 스토어팜),이젠아카데미 DX교육센터,AIG20220000379392,3,500020050800,200600964,11110,2024-01-27,2024-03-09,1,3,42,6.0,1.4,20,14,269490,269490,81.3,10030102,국민내일배움카드(일반),C0061, 종로구,02-733-8781,70.0,,,
